,ParentAirline,Airline,AircraftType,Current,Future,Historic,Total,Orders,UnitCost,TotalCost(Current),AverageAge,Region
277,Air New Zealand,Air New Zealand,McDonnell Douglas DC-10,,,8.0,8.0,,$145,$0,, Oceania
278,Air New Zealand,Air New Zealand,McDonnell Douglas DC-8,,,8.0,8.0,,$6,$0,, Oceania
279,Air Transat,Air Transat,Airbus A310,9.0,,5.0,14.0,,$75,$675,26.4, North America
280,Air Transat,Air Transat,Airbus A320,,,2.0,2.0,,$98,$0,, North America
281,Air Transat,Air Transat,Airbus A330,14.0,,,14.0,,$240,"$3,360",15.8, North America
282,Air Transat,Air Transat,Boeing 727,,,1.0,1.0,,$4,$0,, North America
283,Air Transat,Air Transat,Boeing 737,18.0,,7.0,25.0,,$74,"$1,332",10.9, North America
284,Air Transat,Air Transat,Boeing 757,,,9.0,9.0,,$73,$0,, North America
285,Air Transport International,Air Transport International,Boeing 757,8.0,,,8.0,,$73,$580,27.2, North America
286,Air Transport International,Air Transport International,Boeing 767,9.0,,5.0,14.0,,$187,"$1,682",30.4, North America
287,Air Transport International,Air Transport International,McDonnell Douglas DC-8,,,42.0,42.0,,$6,$0,, North America
288,Air Transport Services,ABX Air,Boeing 767,28.0,,27.0,55.0,,$187,"$5,233",30.5, North America
289,Air Transport Services,ABX Air,McDonnell Douglas DC-8,,,16.0,16.0,,$6,$0,, North America
290,Air Transport Services,ABX Air,McDonnell Douglas DC-9,,,74.0,74.0,,$45,$0,, North America
291,Air Wisconsin,Air Wisconsin,British Aerospace BAe 146/Avro RJ,,,26.0,26.0,,$14,$0,, North America
292,Air Wisconsin,Air Wisconsin,British Aerospace BAe ATP,,,10.0,10.0,,$14,$0,, North America
293,Air Wisconsin,Air Wisconsin,Canadair CRJ-100 Series,66.0,,5.0,71.0,,$32,"$2,102",14.4, North America
294,Air Wisconsin,Air Wisconsin,De Havilland Canada DHC-8 Dash 8,,,12.0,12.0,,$7,$0,, North America
295,Air Wisconsin,Air Wisconsin,Dornier Do-328,,,23.0,23.0,,$8,$0,, North America
296,AirAsia,AirAsia,Airbus A320,77.0,,30.0,107.0,301.0,$98,"$7,546",6.2, Asia
297,AirAsia,AirAsia India,Airbus A320,8.0,,,8.0,12.0,$98,$784,6.6, Asia
298,AirAsia,AirAsia Japan,Airbus A320,2.0,,5.0,7.0,,$98,$196,1.1, Asia
299,AirAsia,Thai AirAsia,Airbus A320,50.0,2.0,,52.0,,$98,"$4,900",5.0, Asia
300,AirAsia,Indonesia AirAsia,Airbus A320,17.0,,17.0,34.0,,$98,"$1,666",6.0, Asia
301,AirAsia,Indonesia AirAsia X,Airbus A320,5.0,,,5.0,30.0,$98,$490,7.6, Asia
302,AirAsia,Philippines AirAsia,Airbus A320,15.0,,,,20.0,$98,"$1,470",, Asia
303,AirAsia,AirAsia,Airbus A321,,,,,100.0,$115,$0,, Asia
304,AirAsia,AirAsia X,Airbus A330,22.0,,8.0,30.0,66.0,$240,"$5,280",4.0, Asia
305,AirAsia,Thai AirAsia X,Airbus A330,6.0,,,6.0,,$240,"$1,440",7.8, Asia
306,AirAsia,Indonesia AirAsia X,Airbus A330,2.0,,,2.0,,$240,$480,11.4, Asia
307,AirAsia,AirAsia X,Airbus A340,,,2.0,2.0,,$216,$0,, Asia
308,AirAsia,AirAsia X,Airbus A350,,,,,10.0,$312,$0,, Asia
309,AirAsia,AirAsia,Boeing 737,,,32.0,32.0,,$74,$0,, Asia
310,AirAsia,Thai AirAsia,Boeing 737,,,14.0,14.0,,$74,$0,, Asia
311,AirAsia,Indonesia AirAsia,Boeing 737,,,12.0,12.0,,$74,$0,, Asia
312,AirAsia,AirAsia,Boeing 747,,,3.0,3.0,,$316,$0,, Asia
313,AirAsia,AirAsia,McDonnell Douglas MD-11,,,1.0,1.0,,$175,$0,, Asia
314,Alaska Airlines,Alaska Airlines,Boeing 737,157.0,2.0,39.0,198.0,57.0,$74,"$11,615",9.0, North America
315,Alaska Airlines,Alaska Airlines,Canadair CRJ-700,1.0,,7.0,8.0,,$41,$41,15.2, North America
316,Alaska Airlines,Horizon Air,Canadair CRJ-700,,,21.0,21.0,,$41,$0,, North America
317,Alaska Airlines,Horizon Air,De Havilland Canada DHC-8 Dash 8,52.0,,56.0,108.0,2.0,$31,"$1,628",10.2, North America
318,Alaska Airlines,Horizon Air,Dornier Do-328,,,12.0,12.0,,$8,$0,, North America
319,Alaska Airlines,Horizon Air,Embraer E175,,,,,30.0,$39,$0,, North America
320,Alaska Airlines,Alaska Airlines,Embraer ERJ-170,15.0,,,15.0,,$39,$581,0.8, North America
321,Alaska Airlines,Alaska Airlines,McDonnell Douglas MD-80,,,48.0,48.0,,$45,,, North America
322,Alitalia,Alitalia,Airbus A300,,,14.0,14.0,,$75,$0,, Europe
323,Alitalia,Alitalia,Airbus A319,22.0,,,22.0,,$90,"$1,971",9.7, Europe
324,Alitalia,Alitalia,Airbus A320,44.0,,10.0,54.0,6.0,$98,"$4,312",9.9, Europe
325,Alitalia,Alitalia,Airbus A321,12.0,,11.0,23.0,,$115,"$1,379",19.4, Europe
326,Alitalia,Alitalia,Airbus A330,14.0,,,14.0,1.0,$240,"$3,360",7.6, Europe
327,Alitalia,Alitalia,ATR 42/72,,,14.0,14.0,,$22,$0,, Europe
328,Alitalia,Alitalia,Boeing 737,,,2.0,2.0,,$74,$0,, Europe
329,Alitalia,Alitalia,Boeing 747,,,21.0,21.0,,$316,$0,, Europe
330,Alitalia,Alitalia,Boeing 767,,,14.0,14.0,,$187,$0,, Europe
331,Alitalia,Alitalia,Boeing 777,11.0,,,11.0,1.0,$295,"$3,240",13.6, Europe
332,Alitalia,Alitalia Cityliner,Canadair CRJ-900,,,10.0,10.0,,$46,$0,, Europe
333,Alitalia,Alitalia Cityliner,Embraer ERJ-170,15.0,,,15.0,,$39,$581,4.6, Europe
334,Alitalia,Alitalia Cityliner,Embraer ERJ-190,5.0,,,5.0,,$46,$231,5.0, Europe
335,Alitalia,Alitalia,McDonnell Douglas DC-10,,,8.0,8.0,,$145,$0,, Europe
336,Alitalia,Alitalia,McDonnell Douglas DC-8,,,27.0,27.0,,$6,$0,, Europe
337,Alitalia,Alitalia,McDonnell Douglas DC-9,,,46.0,46.0,,$45,$0,, Europe
338,Alitalia,Alitalia,McDonnell Douglas MD-11,,,8.0,8.0,,$175,$0,, Europe
339,Alitalia,Alitalia,McDonnell Douglas MD-80,,,90.0,90.0,,$45,$0,, Europe
340,All Nippon Airways,Vanilla Air,Airbus A320,10.0,2.0,3.0,15.0,,$98,$980,2.0, Asia
341,All Nippon Airways,ANA Wings,Boeing 737,18.0,,7.0,25.0,,$74,"$1,332",19.6, Asia
342,All Nippon Airways,ANA Wings,De Havilland Canada DHC-8 Dash 8,21.0,,5.0,26.0,9.0,$31,$657,9.3, Asia
343,All Nippon Airways,ANA Wings,Mitsubishi MRJ90,,,,,15.0,$47,$0,, Asia
344,All Nippon Airways,All Nippon Airways,Airbus A320,10.0,3.0,23.0,36.0,7.0,$98,$980,21.2, Asia
345,All Nippon Airways,All Nippon Airways,Airbus A321,2.0,2.0,7.0,11.0,28.0,$115,$230,0.1, Asia
346,All Nippon Airways,All Nippon Airways,Airbus A380,,,,,3.0,$433,$0,, Asia
347,All Nippon Airways,All Nippon Airways,Boeing 737,43.0,,44.0,87.0,,$74,"$3,181",5.5, Asia
348,All Nippon Airways,All Nippon Airways,Boeing 747,,,46.0,46.0,,$316,$0,, Asia
349,All Nippon Airways,All Nippon Airways,Boeing 767,49.0,,50.0,99.0,,$187,"$9,158",15.7, Asia
350,All Nippon Airways,All Nippon Airways,Boeing 777,55.0,,2.0,57.0,26.0,$295,"$16,200",12.0, Asia
351,All Nippon Airways,All Nippon Airways,Boeing 787 Dreamliner,56.0,3.0,,59.0,27.0,$265,"$14,846",2.6, Asia
352,All Nippon Airways,All Nippon Airways,Mitsubishi MRJ90,,,,,15.0,$47,$0,, Asia
353,Allegiant Air,Allegiant Air,Airbus A319,17.0,6.0,,23.0,19.0,$90,"$1,523",11.5, North America
354,Allegiant Air,Allegiant Air,Airbus A320,16.0,,,16.0,15.0,$98,"$1,568",17.1, North America
355,Allegiant Air,Allegiant Air,Boeing 757,4.0,,2.0,6.0,,$73,$290,23.6, North America
356,Allegiant Air,Allegiant Air,McDonnell Douglas DC-9,,,3.0,3.0,,$45,$0,, North America
357,Allegiant Air,Allegiant Air,McDonnell Douglas MD-80,48.0,,13.0,61.0,,$45,"$2,160",26.9, North America
358,American Airlines,American Airlines,Airbus A300,,,35.0,35.0,,$75,$0,, North America
359,American Airlines,American Airlines,Airbus A319,125.0,,,125.0,,$90,"$11,200",12.8, North America
360,American Airlines,American Airlines,Airbus A320,51.0,,17.0,68.0,,$98,"$4,998",15.5, North America
361,American Airlines,American Airlines,Airbus A321,197.0,12.0,,209.0,122.0,$115,"$22,635",4.9, North America
362,American Airlines,American Airlines,Airbus A330,24.0,,,24.0,,$240,"$5,760",9.3, North America
363,American Airlines,American Airlines,Airbus A350 XWB,,1.0,,1.0,22.0,$312,$0,, North America
364,American Airlines,American Eagle,ATR 42/72,,,70.0,70.0,,$22,$0,, North America
365,American Airlines,American Airlines,Boeing 717,,,29.0,29.0,,$37,$0,, North America
366,American Airlines,American Airlines,Boeing 737,282.0,4.0,46.0,332.0,121.0,$74,"$20,862",7.7, North America
367,American Airlines,American Airlines,Boeing 747,,,19.0,19.0,,$316,$0,, North America
368,American Airlines,American Airlines,Boeing 757,51.0,,126.0,177.0,,$73,"$3,698",17.9, North America
369,American Airlines,American Airlines,Boeing 767,33.0,,74.0,107.0,,$187,"$6,168",19.9, North America
370,American Airlines,American Airlines,Boeing 777,67.0,,,67.0,,$295,"$19,735",12.1, North America
371,American Airlines,American Airlines,Boeing 787 Dreamliner,20.0,6.0,,26.0,22.0,$265,"$5,302",1.2, North America
372,American Airlines,American Airlines,British Aerospace BAe 146/Avro RJ,,,8.0,8.0,,$14,$0,, North America
373,American Airlines,PSA Airlines,Canadair CRJ-100 Series,35.0,,,35.0,,$32,"$1,115",12.8, North America
374,American Airlines,PSA Airlines,Canadair CRJ-700,26.0,35.0,,61.0,,$41,"$1,066",12.2, North America
375,American Airlines,American Eagle,Canadair CRJ-700,45.0,,12.0,57.0,,$41,"$1,845",10.1, North America
376,American Airlines,PSA Airlines,Canadair CRJ-900,54.0,,,54.0,,$46,"$2,484",1.5, North America
377,American Airlines,American Eagle,Canadair CRJ-900,61.0,,,61.0,,$46,"$2,806",1.5, North America
378,American Airlines,Piedmont Airlines,De Havilland Canada DHC-8 Dash 8,34.0,,75.0,109.0,,$31,"$1,064",26.1, North America
379,American Airlines,PSA Airlines,Dornier Do-328,,,28.0,28.0,,$8,$0,, North America
380,American Airlines,American Eagle,Embraer ERJ-145,97.0,,120.0,217.0,,$20,"$1,901",14.0, North America
381,American Airlines,Piedmont Airlines,Embraer ERJ-145,10.0,,,10.0,,$20,$196,17.7, North America
382,American Airlines,American Eagle,Embraer ERJ-170,94.0,2.0,,96.0,,$39,"$3,638",1.9, North America
383,American Airlines,Envoy Air,Embraer ERJ-170,26.0,2.0,,28.0,,$39,"$1,006",0.6, North America
384,American Airlines,American Airlines,Embraer ERJ-190,20.0,,,20.0,,$46,$924,9.1, North America
385,American Airlines,American Airlines,Fokker F70 / F100,,,75.0,75.0,,$20,$0,, North America
386,American Airlines,American Airlines,McDonnell Douglas DC-10,,,66.0,66.0,,$145,$0,, North America
387,American Airlines,American Airlines,McDonnell Douglas DC-8,,,6.0,6.0,,$6,$0,, North America
388,American Airlines,American Airlines,McDonnell Douglas MD-11,,,19.0,19.0,,$175,$0,, North America
389,American Airlines,American Airlines,McDonnell Douglas MD-80,58.0,,325.0,383.0,,$45,"$2,610",22.2, North America
390,American Airlines,American Airlines,McDonnell Douglas MD-90,,,5.0,5.0,,$45,$0,, North America
391,American Airlines,American Eagle,Saab 340,,,52.0,52.0,,$8,$0,, North America
392,Asiana Airlines,Asiana Airlines,Airbus A320,7.0,,4.0,11.0,,$98,$686,9.3, Asia
393,Asiana Airlines,Air Busan,Airbus A320,6.0,,,6.0,,$98,$588,10.9, Asia
394,Asiana Airlines,Asiana Airlines,Airbus A321,23.0,,17.0,40.0,27.0,$115,"$2,643",5.7, Asia
395,Asiana Airlines,Air Seoul,Airbus A321,3.0,,,3.0,,$115,$345,3.8, Asia
396,Asiana Airlines,Air Busan,Airbus A321,12.0,,,12.0,,$115,"$1,379",13.5, Asia
397,Asiana Airlines,Asiana Airlines,Airbus A330,15.0,,,15.0,,$240,"$3,600",7.3, Asia
398,Asiana Airlines,Asiana Airlines,Airbus A350,,1.0,,1.0,30.0,$312,$0,, Asia
399,Asiana Airlines,Asiana Airlines,Airbus A380,5.0,1.0,,6.0,1.0,$433,"$2,163",2.0, Asia
400,Asiana Airlines,Asiana Airlines,Boeing 737,,,34.0,34.0,,$74,$0,, Asia
401,Asiana Airlines,Air Busan,Boeing 737,,,7.0,7.0,,$74,$0,, Asia
402,Asiana Airlines,Asiana Airlines,Boeing 747,14.0,,4.0,18.0,,$316,"$4,421",20.9, Asia
403,Asiana Airlines,Asiana Airlines,Boeing 767,8.0,,11.0,19.0,,$187,"$1,495",20.3, Asia
404,Asiana Airlines,Asiana Airlines,Boeing 777,11.0,,2.0,13.0,,$295,"$3,240",10.1, Asia
405,Atlas Air,Atlas Air,Boeing 737,,,1.0,1.0,,$74,$0,, North America
406,Atlas Air,Atlas Air,Boeing 747,32.0,,45.0,77.0,,$316,"$10,106",14.1, North America
407,Atlas Air,Atlas Air,Boeing 757,,,1.0,1.0,,$73,$0,, North America
408,Atlas Air,Atlas Air,Boeing 767,25.0,,1.0,26.0,19.0,$187,"$4,673",24.1, North America
409,Avianca,AeroUnion,Airbus A300,5.0,,2.0,7.0,,$75,$375,35.8, South America
410,Avianca,Avianca,Airbus A318,10.0,,,10.0,,$66,$663,11.8, South America
411,Avianca,Avianca Brazil,Airbus A318,13.0,,2.0,15.0,,$66,$862,8.7, South America
412,Avianca,Avianca,Airbus A319,30.0,,6.0,22.0,28.0,$90,"$2,688",3.9, South America
413,Avianca,Avianca Brazil,Airbus A319,4.0,,,4.0,,$90,$358,6.1, South America
414,Avianca,Avianca Ecuador,Airbus A319,6.0,,1.0,7.0,,$90,$538,12.8, South America
415,Avianca,Avianca Peru,Airbus A319,5.0,,,1.0,,$90,$448,9.2, South America
416,Avianca,Avianca El Salvador/TACA Airlines,Airbus A319,8.0,,3.0,11.0,,$90,$717,8.6, South America
417,Avianca,Avianca,Airbus A320,40.0,1.0,3.0,44.0,111.0,$98,"$3,920",5.0, South America
418,Avianca,Avianca Brazil,Airbus A320,29.0,3.0,1.0,33.0,61.0,$98,"$2,842",2.5, South America
419,Avianca,Avianca Ecuador,Airbus A320,4.0,,,4.0,,$98,$392,6.8, South America
420,Avianca,Avianca Peru,Airbus A320,5.0,,,1.0,,$98,$490,12.2, South America
421,Avianca,Avianca El Salvador/TACA Airlines,Airbus A320,18.0,,1.0,19.0,,$98,"$1,764",8.9, South America
422,Avianca,Avianca,Airbus A321,9.0,,,9.0,6.0,$115,"$1,034",2.1, South America
423,Avianca,Avianca El Salvador/TACA Airlines,Airbus A321,6.0,,3.0,9.0,,$115,$689,9.3, South America
424,Avianca,Avianca Brazil,Airbus A330,,2.0,2.0,4.0,6.0,$115,$0,, South America
425,Avianca,Avianca,Airbus A330,8.0,,4.0,12.0,,$240,"$1,920",5.6, South America
426,Avianca,Avianca Peru,Airbus A330,2.0,,,1.0,,$240,$480,5.0, South America
427,Avianca,Avianca El Salvador/TACA Airlines,Airbus A330,1.0,,,1.0,,$240,$240,, South America
428,Avianca,Avianca Cargo Colombia,Airbus A330,6.0,,,6.0,,$240,"$1,440",3.3, South America
429,Avianca,Avianca,Airbus A350,,,,,10.0,$312,$0,, South America
430,Avianca,Avianca Brazil,Airbus A350,,,,,10.0,$312,$0,, South America
431,Avianca,Avianca,ATR 42/72,9.0,,,9.0,,$22,$199,2.8, South America
432,Avianca,Avianca Guatemala,ATR 42/72,4.0,,,4.0,,$22,$88,2.2, South America
433,Avianca,Avianca Honduras,ATR 42/72,2.0,,5.0,7.0,,$22,$44,2.2, South America
434,Avianca,Avianca,Boeing 727,,,1.0,1.0,,$4,$0,, South America
435,Avianca,Avianca,Boeing 737,,,2.0,2.0,,$74,$0,, South America
436,Avianca,Avianca,Boeing 747,,,7.0,7.0,,$316,$0,, South America
437,Avianca,Avianca,Boeing 757,,,21.0,21.0,,$73,$0,, South America
438,Avianca,Avianca,Boeing 767,,,10.0,10.0,,$187,$0,, South America
439,Avianca,AeroUnion,Boeing 767,2.0,,,2.0,,$187,$374,29.5, South America
440,Avianca,Avianca Cargo Colombia,Boeing 767,,,5.0,5.0,,$187,$0,, South America
441,Avianca,Avianca,Boeing 787 Dreamliner,9.0,2.0,,11.0,6.0,$265,"$2,386",1.5, South America
442,Avianca,Avianca El Salvador/TACA Airlines,Embraer E-190,8.0,,2.0,10.0,,$46,$370,7.2, South America
443,Avianca,Avianca,Fokker F50 / F60,,,10.0,10.0,,$18,$0,, South America
444,Avianca,Avianca,Fokker F70 / F100,,,15.0,15.0,,$20,$0,, South America
445,Avianca,Avianca Brazil,Fokker F70 / F100,,,14.0,14.0,,$20,$0,, South America
446,Avianca,Avianca,McDonnell Douglas MD-11,,,1.0,1.0,,$175,$0,, South America
447,Avianca,Avianca,McDonnell Douglas MD-80,,,18.0,18.0,,$45,$0,, South America
448,Azul,Azul,Airbus A320,4.0,4.0,,8.0,59.0,$98,$392,0.1, South America
449,Azul,Azul,Airbus A330,5.0,,2.0,7.0,,$240,"$1,200",14.1, South America
450,Azul,Azul,Airbus A350 XWB,,1.0,,1.0,5.0,$312,$0,, South America
451,Azul,Azul,ATR 42/72,40.0,2.0,42.0,84.0,,$22,$884,3.5, South America
452,Azul,Azul,Embraer ERJ-170,,,5.0,5.0,,$39,$0,, South America
453,Azul,Azul,Embraer ERJ-190,74.0,,14.0,88.0,33.0,$46,"$3,419",4.9, South America
454,Cathay Pacific,Air Hong Kong,Airbus A300,10.0,,2.0,12.0,,$75,$750,14.0, Asia
455,Cathay Pacific,Cathay Dragon,Airbus A320,15.0,,,15.0,,$98,"$1,470",11.6, Asia
456,Cathay Pacific,Cathay Dragon,Airbus A321,8.0,,,8.0,,$115,$919,14.2, Asia
457,Cathay Pacific,Cathay Pacific,Airbus A330,42.0,,13.0,55.0,,$240,"$10,080",8.9, Asia
458,Cathay Pacific,Cathay Dragon,Airbus A330,19.0,,,19.0,7.0,$240,"$4,560",16.9, Asia
459,Cathay Pacific,Cathay Pacific,Airbus A340,4.0,,21.0,25.0,,$216,$862,19.0, Asia
460,Cathay Pacific,Cathay Pacific,Airbus A350 XWB,9.0,6.0,,15.0,39.0,$312,"$2,808",0.3, Asia
461,Cathay Pacific,Cathay Pacific,Boeing 747,21.0,,63.0,84.0,,$316,"$6,632",5.9, Asia
462,Cathay Pacific,Air Hong Kong,Boeing 747,3.0,,8.0,11.0,,$316,$947,25.8, Asia
463,Cathay Pacific,Cathay Pacific,Boeing 777,70.0,,,70.0,,$295,"$20,619",8.0, Asia
464,Cebu Pacific Air,Cebu Pacific Air,Airbus A319,5.0,,5.0,10.0,,$90,$448,10.5, Asia
465,Cebu Pacific Air,Cebu Pacific Air,Airbus A320,36.0,,6.0,42.0,,$98,"$3,528",4.4, Asia
466,Cebu Pacific Air,Cebu Pacific Air,Airbus A321,,,,,32.0,$115,$0,, Asia
467,Cebu Pacific Air,Cebu Pacific Air,Airbus A330,6.0,1.0,,7.0,1.0,$240,"$1,440",2.8, Asia
468,Cebu Pacific Air,Cebu Pacific Air,ATR 42/72,10.0,,1.0,11.0,14.0,$22,$221,6.4, Asia
469,Cebu Pacific Air,Cebu Pacific Air,Boeing 757,,,3.0,3.0,,$73,$0,, Asia
470,Cebu Pacific Air,Cebu Pacific Air,McDonnell Douglas DC-9,,,19.0,19.0,,$45,$0,, Asia
471,China Airlines,China Airlines,Airbus A300,,,20.0,20.0,,$75,$0,, Asia
472,China Airlines,Tigerair Taiwan (80%),Airbus A320,9.0,1.0,,10.0,3.0,$98,$882,2.3, Asia
473,China Airlines,China Airlines,Airbus A320,,,2.0,2.0,,$98,$0,, Asia
474,China Airlines,China Airlines,Airbus A330,24.0,,2.0,26.0,,$240,"$5,760",9.0, Asia
475,China Airlines,China Airlines,Airbus A340,4.0,,3.0,7.0,,$216,$862,14.9, Asia
476,China Airlines,Mandarin Airlines (93.99%),Airbus A340,,,1.0,1.0,,$216,$0,, Asia
477,China Airlines,China Airlines,Airbus A350 XWB,2.0,4.0,,6.0,12.0,$312,$624,0.2, Asia
478,China Airlines,China Airlines,Boeing 737,22.0,1.0,17.0,40.0,2.0,$74,"$1,628",8.9, Asia
479,China Airlines,Mandarin Airlines (93.99%),Boeing 737,1.0,,5.0,6.0,1.0,$74,$74,1.3, Asia
480,China Airlines,China Airlines,Boeing 747,25.0,,35.0,60.0,,$316,"$7,895",13.6, Asia
481,China Airlines,Mandarin Airlines (93.99%),Boeing 747,,,5.0,5.0,,$316,$0,, Asia
482,China Airlines,China Airlines,Boeing 767,,,2.0,2.0,,$187,$0,, Asia
483,China Airlines,China Airlines,Boeing 777,10.0,,,10.0,,$295,"$2,946",1.6, Asia
484,China Airlines,Mandarin Airlines (93.99%),Embraer ERJ-190,6.0,,2.0,8.0,,$46,$277,8.8, Asia
485,China Airlines,Mandarin Airlines (93.99%),Fokker F50 / F60,,,7.0,7.0,,$18,$0,, Asia
486,China Airlines,Mandarin Airlines (93.99%),Fokker F70 / F100,,,6.0,6.0,,$20,$0,, Asia
487,China Airlines,China Airlines,McDonnell Douglas MD-11,,,5.0,5.0,,$175,$0,, Asia
488,China Airlines,Mandarin Airlines (93.99%),McDonnell Douglas MD-11,,,5.0,5.0,,$175,$0,, Asia
489,China Airlines,Mandarin Airlines (93.99%),Saab 340,,,1.0,1.0,,$8,$0,, Asia
490,China Eastern Airlines,China Eastern Airlines,Airbus A300,,,13.0,13.0,,$75,$0,, Asia
491,China Eastern Airlines,China Eastern Airlines,Airbus A310,,,5.0,5.0,,$75,$0,, Asia
492,China Eastern Airlines,China Eastern Airlines,Airbus A319,36.0,,9.0,45.0,,$90,"$3,226",4.1, Asia
493,China Eastern Airlines,China United Airlines,Airbus A319,,,3.0,3.0,,$90,$0,, Asia
494,China Eastern Airlines,China Eastern Airlines,Airbus A320,165.0,2.0,24.0,191.0,130.0,$98,"$16,170",6.8, Asia
495,China Eastern Airlines,China Eastern Airlines,Airbus A321,64.0,3.0,,67.0,2.0,$115,"$7,354",4.2, Asia
496,China Eastern Airlines,Shanghai Airlines,Airbus A321,,,4.0,4.0,,$115,$0,, Asia
497,China Eastern Airlines,China Eastern Airlines,Airbus A330,45.0,,6.0,51.0,,$240,"$10,800",5.6, Asia
498,China Eastern Airlines,Shanghai Airlines,Airbus A330,6.0,,,6.0,,$240,"$1,440",7.0, Asia
499,China Eastern Airlines,China Eastern Airlines,Airbus A340,,,10.0,10.0,,$216,$0,, Asia
500,China Eastern Airlines,China Eastern Airlines,Airbus A350,,,,,20.0,$312,$0,, Asia
501,China Eastern Airlines,China Eastern Airlines,Boeing 737,125.0,1.0,47.0,173.0,41.0,$74,"$9,248",4.9, Asia
502,China Eastern Airlines,China United Airlines,Boeing 737,32.0,1.0,11.0,44.0,,$74,"$2,367",5.4, Asia
503,China Eastern Airlines,Shanghai Airlines,Boeing 737,75.0,,21.0,96.0,,$74,"$5,549",5.0, Asia
504,China Eastern Airlines,China Cargo Airlines,Boeing 747,3.0,,2.0,5.0,,$316,$947,13.2, Asia
505,China Eastern Airlines,China Cargo Airlines,Boeing 757,,,2.0,2.0,,$73,$0,, Asia
506,China Eastern Airlines,Shanghai Airlines,Boeing 757,,,13.0,13.0,,$73,$0,, Asia
507,China Eastern Airlines,China Eastern Airlines,Boeing 767,,,3.0,3.0,,$187,$0,, Asia
508,China Eastern Airlines,Shanghai Airlines,Boeing 767,6.0,,1.0,7.0,,$187,"$1,121",15.7, Asia
509,China Eastern Airlines,China Eastern Airlines,Boeing 777,16.0,,,16.0,5.0,$295,"$4,713",1.2, Asia
510,China Eastern Airlines,China Cargo Airlines,Boeing 777,6.0,,,6.0,,$295,"$1,767",6.2, Asia
511,China Eastern Airlines,China Eastern Airlines,Boeing 787,,,,,15.0,$265,$0,, Asia
512,China Eastern Airlines,China Eastern Airlines,British Aerospace BAe 146/Avro RJ,,,13.0,13.0,,$14,$0,, Asia
513,China Eastern Airlines,China Eastern Airlines,Canadair CRJ-100 Series,,,5.0,5.0,,$32,$0,, Asia
514,China Eastern Airlines,Shanghai Airlines,Canadair CRJ-100 Series,,,5.0,5.0,,$32,$0,, Asia
515,China Eastern Airlines,China United Airlines,Comac ARJ21,,,,,5.0,$30,$0,, Asia
516,China Eastern Airlines,China Eastern Airlines,COMAC C919,,,,,20.0,$68,$0,, Asia
517,China Eastern Airlines,China Eastern Airlines,Embraer ERJ-145,,,10.0,10.0,,$20,$0,, Asia
518,China Eastern Airlines,China Eastern Airlines,Fokker F70 / F100,,,10.0,10.0,,$20,$0,, Asia
519,China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-11,,,6.0,6.0,,$175,$0,, Asia
520,China Eastern Airlines,China Cargo Airlines,McDonnell Douglas MD-11,,,9.0,9.0,,$175,$0,, Asia
521,China Eastern Airlines,Shanghai Airlines,McDonnell Douglas MD-11,,,4.0,4.0,,$175,$0,, Asia
522,China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-80,,,16.0,16.0,,$45,$0,, Asia
523,China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-90,,,9.0,9.0,,$45,$0,, Asia
524,China Southern Airlines,China Southern Airlines,Airbus A300,,,6.0,6.0,,$75,$0,, Asia
525,China Southern Airlines,China Southern Airlines,Airbus A319,34.0,,7.0,41.0,,$90,"$3,046",10.6, Asia
526,China Southern Airlines,China Southern Airlines,Airbus A320,123.0,8.0,14.0,145.0,25.0,$98,"$12,054",7.3, Asia
527,China Southern Airlines,China Southern Airlines,Airbus A321,88.0,5.0,,93.0,27.0,$115,"$10,111",6.5, Asia
528,China Southern Airlines,China Southern Airlines,Airbus A330,38.0,1.0,,39.0,13.0,$240,"$9,120",5.8, Asia
529,China Southern Airlines,China Southern Airlines,Airbus A380,5.0,,,5.0,17.0,$433,"$2,163",5.1, Asia
530,China Southern Airlines,China Southern Airlines,ATR 42/72,,,5.0,5.0,,$22,$0,, Asia
531,China Southern Airlines,China Southern Airlines,Boeing 737,169.0,,65.0,234.0,1.0,$74,"$12,503",6.8, Asia
532,China Southern Airlines,China Southern Airlines,Boeing 747,2.0,,,2.0,,$316,$632,14.4, Asia
533,China Southern Airlines,China Southern Airlines,Boeing 757,7.0,,24.0,31.0,,$73,$508,17.8, Asia
534,China Southern Airlines,China Southern Airlines,Boeing 767,,,6.0,6.0,,$187,$0,, Asia
535,China Southern Airlines,China Southern Airlines,Boeing 777,26.0,,6.0,32.0,,$295,"$7,658",5.9, Asia
536,China Southern Airlines,China Southern Airlines,Boeing 787 Dreamliner,10.0,,,10.0,12.0,$265,"$2,651",3.3, Asia
537,China Southern Airlines,China Southern Airlines,COMAC C919,,,,,20.0,$68,$0,, Asia
538,China Southern Airlines,China Southern Airlines,Embraer ERJ-145,,,6.0,6.0,,$20,$0,, Asia
539,China Southern Airlines,China Southern Airlines,Embraer ERJ-190,20.0,,,20.0,,$46,$924,4.7, Asia
540,China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-80,,,23.0,23.0,,$45,$0,, Asia
541,China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-90,,,13.0,13.0,,$45,$0,, Asia
